@relation datasetDataCleaningScaling
@attribute URL_LENGTH real
@attribute NUMBER_SPECIAL_CHARACTERS real
@attribute CHARSET real
@attribute SERVER real
@attribute CONTENT_LENGTH real
@attribute WHOIS_COUNTRY real
@attribute WHOIS_STATEPRO real
@attribute WHOIS_REGDATE real
@attribute WHOIS_UPDATED_DATE real
@attribute TCP_CONVERSATION_EXCHANGE real
@attribute DIST_REMOTE_TCP_PORT real
@attribute REMOTE_IPS real
@attribute APP_BYTES real
@attribute SOURCE_APP_PACKETS real
@attribute REMOTE_APP_PACKETS real
@attribute SOURCE_APP_BYTES real
@attribute REMOTE_APP_BYTES real
@attribute APP_PACKETS real
@attribute DNS_QUERY_TIMES real
@attribute Type {0.0,1.0}
@data
0.0,0.05263157894736842,0.2,0.7436974789915967,0.0004050746769798988,0.9761904761904762,0.15447154471544716,0.06636670416197976,0.3347972972972973,0.005862646566164155,0.0,0.11764705882352941,0.0002962453859781134,0.007512520868113523,0.00778816199376947,0.0005597054774438208,0.0003521088016197005,0.007512520868113523,0.1,1.0
0.0,0.02631578947368421,0.6000000000000001,0.24789915966386553,0.02323711654599138,0.9761904761904762,0.15447154471544716,0.4130483689538808,0.4216216216216216,0.01423785594639866,0.009887005649717513,0.23529411764705882,0.0005205454639329707,0.014190317195325543,0.014797507788161994,0.0006140740927722751,0.0005205454639329707,0.014190317195325543,0.0,0.0
0.0,0.02631578947368421,0.4,0.5168067226890756,0.0004990273587128791,0.9761904761904762,0.15447154471544716,0.4497187851518561,0.433445945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004291845493562235,0.02631578947368421,0.2,0.7436974789915967,0.0002495136793564396,0.9761904761904762,0.016260162601626018,0.9066366704161981,0.11486486486486487,0.025963149078726967,0.031073446327683614,0.1764705882352941,0.0016132677304979545,0.0325542570951586,0.02881619937694704,0.009118393485086496,0.001853649700834481,0.0325542570951586,0.4,0.0
0.004291845493562235,0.02631578947368421,0.6000000000000001,0.43193277310924366,0.19120140836610128,0.9761904761904762,0.8455284552845529,0.10461192350956132,0.07094594594594594,0.04773869346733668,0.002824858757062147,0.29411764705882354,0.0018104825160205273,0.05091819699499166,0.048286604361370715,0.0630525453249787,0.001940830485850897,0.05091819699499166,0.2,0.0
0.00858369098712447,0.05263157894736842,0.6000000000000001,0.7436974789915967,0.011481325749349647,0.7857142857142857,0.4552845528455285,0.7244094488188977,0.7466216216216217,0.009212730318257957,0.00847457627118644,0.5294117647058824,0.00037834767866347623,0.009181969949916527,0.010124610591900311,0.00040679374683254277,0.00037834767866347623,0.009181969949916527,0.0,0.0
0.00858369098712447,0.02631578947368421,0.2,0.06302521008403361,0.0005313717245553805,0.9761904761904762,0.1788617886178862,0.6827896512935884,0.016891891891891893,0.010050251256281407,0.0,0.1764705882352941,0.0005031939484685383,0.011686143572621035,0.010124610591900311,0.004154830166037868,0.0005615966102756521,0.011686143572621035,0.1,0.0
0.012875536480686692,0.02631578947368421,0.4,0.5168067226890756,0.0004990273587128791,0.9761904761904762,0.22764227642276424,0.29021372328458944,0.34121621621621623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017167381974248927,0.0,0.6000000000000001,0.7899159663865546,0.0009922019274161628,0.9761904761904762,0.15447154471544716,0.9505061867266592,0.5783783783783785,0.0,0.0,0.0,0.0,0.001669449081803005,0.002336448598130841,0.00010339745593714989,6.178832336114937e-05,0.001669449081803005,0.1,1.0
0.017167381974248927,0.0,0.6000000000000001,0.7899159663865546,0.0009922019274161628,0.9761904761904762,0.15447154471544716,0.9505061867266592,0.5783783783783785,0.0,0.0,0.0,0.0,0.001669449081803005,0.000778816199376947,3.0096912056822974e-05,6.178832336114937e-05,0.001669449081803005,0.1,1.0
